entity	00001740
suborder scorpaenoidea	02644455
scorpaenoid	02644737
scorpaenoid fish	02644737
scorpaenidae	02645060
family scorpaenidae	02645060
scorpaenid	02645274
scorpaenid fish	02645274
scorpaena	02645565
genus scorpaena	02645565
scorpionfish	02645742
scorpion fish	02645742
sea scorpion	02645742
plumed scorpionfish	02645946
scorpaena grandicornis	02645946
pterois	02646078
genus pterois	02646078
lionfish	02646196
synanceja	02646343
genus synanceja	02646343
stonefish	02646466
synanceja verrucosa	02646466
sebastodes	02646619
genus sebastodes	02646619
copper rockfish	02646990
sebastodes caurinus	02646990
vermillion rockfish	02647131
rasher	02647131
sebastodes miniatus	02647131
red rockfish	02647295;07813494
sebastodes ruberrimus	02647295
rosefish	02647447;07808093
ocean perch	02647447;07808093
sebastodes marinus	02647447
cottidae	02647597
family cottidae	02647597
cottus	02647773
genus cottus	02647773
sculpin	02647934
miller's-thumb	02648321
hemitripterus	02648453
genus hemitripterus	02648453
sea raven	02648583
hemitripterus americanus	02648583
myxocephalus	02648747
genus myxocephalus	02648747
grubby	02648871
myxocephalus aenaeus	02648871
cyclopteridae	02649007
family cyclopteridae	02649007
cyclopterus	02649138
genus cyclopterus	02649138
lumpfish	02649297
cyclopterus lumpus	02649297
lumpsucker	02649522
liparididae	02649615
family liparididae	02649615
liparidae	02649615
family liparidae	02649615
liparis	02649774;12090882
genus liparis	02649774;12090678
snailfish	02649924
sea snail	02649924
liparis liparis	02649924
agonidae	02650133
family agonidae	02650133
poacher	02650290;03978730;10463632
sea poacher	02650290
sea poker	02650290
agonus	02650533
genus agonus	02650533
pogge	02650665
armed bullhead	02650665
agonus cataphractus	02650665
aspidophoroides	02650804
genus aspidophoroides	02650804
alligatorfish	02650943
aspidophoroides monopterygius	02650943
hexagrammidae	02651086
family hexagrammidae	02651086
greenling	02651255
hexagrammos	02651399
genus hexagrammos	02651399
kelp greenling	02651546
hexagrammos decagrammus	02651546
oxylebius	02651712
genus oxylebius	02651712
painted greenling	02651848
convict fish	02651848
convictfish	02651848
oxylebius pictus	02651848
platycephalidae	02652030
family platycephalidae	02652030
triglidae	02652319
family triglidae	02652319
gurnard	02652680
triga	02652912
genus triga	02652912
tub gurnard	02653043
yellow gurnard	02653043
trigla lucerna	02653043
sea robin	02653171
searobin	02653171
triglinae	02653326
subfamily triglinae	02653326
prionotus	02653558
genus prionotus	02653558
northern sea robin	02653690
prionotus carolinus	02653690
peristediinae	02653845
subfamily peristediinae	02653845
peristedion	02654042
genus peristedion	02654042
armored searobin	02654247
armored sea robin	02654247
peristedion miniatum	02654247
dactylopteridae	02654476
family dactylopteridae	02654476
dactylopterus	02654635
genus dactylopterus	02654635
flying gurnard	02654762
flying robin	02654762
butterflyfish	02654762
plectognathi	02654965
order plectognathi	02654965
order tetraodontiformes	02654965
plectognath	02655298
plectognath fish	02655298
balistidae	02655609
family balistidae	02655609
triggerfish	02655775
balistes	02655989
genus balistes	02655989
queen triggerfish	02656127
bessy cerca	02656127
oldwench	02656127
balistes vetula	02656127
monocanthidae	02656285
family monocanthidae	02656285
filefish	02656416
monocanthus	02656595
genus monocanthus	02656595
leatherfish	02656742
ostraciidae	02656886
family ostraciidae	02656886
family ostraciontidae	02656886
boxfish	02657055
trunkfish	02657055
lactophrys	02657239
genus lactophrys	02657239
cowfish	02657375
lactophrys quadricornis	02657375
tetraodontidae	02657520
family tetraodontidae	02657520
puffer	02657650;07797948
pufferfish	02657650;07797948
blowfish	02657650;07797948
globefish	02657650
diodontidae	02657985
family diodontidae	02657985
spiny puffer	02658153
diodon	02658324
genus diodon	02658324
porcupinefish	02658478
porcupine fish	02658478
diodon hystrix	02658478
balloonfish	02658662
diodon holocanthus	02658662
chilomycterus	02658801
genus chilomycterus	02658801
burrfish	02658931
molidae	02659056
family molidae	02659056
genus mola	02659180
ocean sunfish	02659300
mola	02659300
headfish	02659300
sharptail mola	02659599
mola lanceolata	02659599
heterosomata	02659713
order heterosomata	02659713
order pleuronectiformes	02659713
flatfish	02659998;07806376
flounder	02660324;07806577
pleuronectidae	02660435
family pleuronectidae	02660435
righteye flounder	02660709
righteyed flounder	02660709
pleuronectes	02661011
genus pleuronectes	02661011
plaice	02661161;07806911
pleuronectes platessa	02661161
platichthys	02661300
genus platichthys	02661300
european flatfish	02661441
platichthys flesus	02661441
limanda	02661574
genus limanda	02661574
yellowtail flounder	02661806;07806776
limanda ferruginea	02661806
pseudopleuronectes	02661972
genus pseudopleuronectes	02661972
winter flounder	02662108;07807639
blackback flounder	02662108
lemon sole	02662108;02662438;02667029;02667272;07807511;07807639
pseudopleuronectes americanus	02662108
microstomus	02662297
genus microstomus	02662297
microstomus kitt	02662438
hippoglossoides	02662591
genus hippoglossoides	02662591
american plaice	02662721
hippoglossoides platessoides	02662721
halibut	02662838;07807784
holibut	02662838
hippoglossus	02663042
genus hippoglossus	02663042
atlantic halibut	02663149
hippoglossus hippoglossus	02663149
pacific halibut	02663270
hippoglossus stenolepsis	02663270
bothidae	02663399
family bothidae	02663399
lefteye flounder	02663647
lefteyed flounder	02663647
paralichthys	02663947
genus paralichthys	02663947
southern flounder	02664103
paralichthys lethostigmus	02664103
summer flounder	02664248
paralichthys dentatus	02664248
etropus	02664395
genus etropus	02664395
grey flounder	02664522
gray flounder	02664522
etropus rimosus	02664522
citharichthys	02664711
genus citharichthys	02664711
horned whiff	02665027
citharichthys cornutus	02665027
sand dab	02665189;07807121
scophthalmus	02665318
genus scophthalmus	02665318
windowpane	02665455;04597048
scophthalmus aquosus	02665455
brill	02665623
scophthalmus rhombus	02665623
psetta	02665716
genus psetta	02665716
turbot	02665841;07807015
psetta maxima	02665841
cynoglossidae	02665982
family cynoglossidae	02665982
tonguefish	02666115
tongue-fish	02666115
soleidae	02666287
family soleidae	02666287
sole	02666479;04266092;05584821;07807250
solea	02666766
genus solea	02666766
european sole	02666915
solea solea	02666915
solea lascaris	02667029
parophrys	02667141
genus parophrys	02667141
english sole	02667272;07807511
parophrys vitulus	02667272
psettichthys	02667453
genus psettichthys	02667453
sand sole	02667590
psettichthys melanostichus	02667590
trinectes	02667749
genus trinectes	02667749
hogchoker	02667880
trinectes maculatus	02667880
thick skin	02668043
thorax	02668173;05560240;05561251
prothorax	02668317
metamere	02668442
somite	02668442
aba	02668615;02668709
abacus	02668826;02668977
abandoned ship	02669131
derelict	02669131;10025743
a battery	02669254
abattis	02669365
abatis	02669365
abattoir	02669573
shambles	02669573;14521263
slaughterhouse	02669573
abaya	02669723
abbe condenser	02669874
abbey	02670009;02670108;02670206
abney level	02670323
abortifacient	02670536
abortion-inducing drug	02670536
abortion pill	02670723
mifepristone	02670723
ru 486	02670723
abrader	02671023
abradant	02671023;14823414
abrading stone	02671243
abstract expressionism	02671377
action painting	02671377
abstractionism	02671709;05949587
abstract art	02671709
abutment	02671925;08638338
abutment arch	02672072
academic costume	02672164
academic gown	02672353
academic robe	02672353
judge's robe	02672353
academy	02672515;08294726;08296219;08297045
acapulco gold	02672679
mexican green	02672679
accelerator	02672816;02673012;02673313;14747789
throttle	02672816;02673313
throttle valve	02672816
particle accelerator	02673012
atom smasher	02673012
accelerator pedal	02673313
gas pedal	02673313
gas	02673313;14059177;14504664;14711074;14901736;14984229
accelerometer	02673565
memory access	02673854
accessory	02674051;02674410;09779206
appurtenance	02674051;03435869
supplement	02674051;05118072;06411274
add-on	02674051;02682269;06578832
accoutrement	02674410
accouterment	02674410
access road	02674618
slip road	02674618
accommodating lens implant	02674782
accommodating iol	02674782
accommodation ladder	02675276
accordion	02675461
squeeze box	02675461
piano accordion	02675726
button accordion	02675827
accumulator	02675932;04335467;09955820
accumulator register	02675932
acebutolol	02676334
sectral	02676334
ace inhibitor	02676491
angiotensin-converting enzyme inhibitor	02676491
ace of clubs	02676955
ace of diamonds	02677038
ace of hearts	02677127
ace of spades	02677212
acetaminophen	02677336
datril	02677336
tylenol	02677336
panadol	02677336
phenaphen	02677336
tempra	02677336
anacin iii	02677336
acetanilide	02677766
acetanilid	02677766
phenylacetamide	02677766
acetate disk	02677931
phonograph recording disk	02677931
acetate rayon	02678073
acetate	02678073;14623986
acetophenetidin	02678208
acetphenetidin	02678208
phenacetin	02678208
achromatic lens	02678376
acid	02678511;14631699
back breaker	02678511
battery-acid	02678511
dose	02678511;03229941;13794246;14156641
dot	02678511;06818684;08160653;13934887
elvis	02678511
loony toons	02678511
lucy in the sky with diamonds	02678511
pane	02678511;03887590;03888308
superman	02678511;10021357
window pane	02678511
zen	02678511;06252178;08115995
acorn tube	02678739
acoustic	02678841
acoustic delay line	02678951
sonic delay line	02678951
acoustic device	02679115
acoustic guitar	02679420
acoustic modem	02679524
acoustic storage	02679659
acropolis	02679792
acrylic	02679882;02679990;14617851;14990133
acrylic paint	02679990
actifed	02680086
actinometer	02680290
actinomycin	02680456
action mechanism	02680572
active matrix screen	02680864
active placebo	02681028
actuator	02681238
acyclovir	02681382
zovirax	02681382
adam	02681592;09609728;10827649
ecstasy	02681592;14009857;14011586
xtc	02681592
disco biscuit	02681592
cristal	02681592
x	02681592;06846713;13768652
hug drug	02681592
adapter	02681751;09829330
adaptor	02681751
adding machine	02682111
totalizer	02682111;03896211
totaliser	02682111;03896211
improver	02682269;10211232
additive	02682642
addressing machine	02682815
addressograph	02682815
adhesive bandage	02682964
adhesive tape	02683191
adit	02683366
adjoining room	02683492
adjustable wrench	02683608
adjustable spanner	02683608
adjuvant	02683801
adobe	02684246;14625105
adobe brick	02684246
adrenergic	02684892
adrenergic drug	02684892
adumbration	02685061;05784012
adz	02685165
adze	02685165
aeolian harp	02685261
aeolian lyre	02685261
wind harp	02685261
aerator	02685423
aerial ladder	02685553
aerial torpedo	02685665
aerosol	02685776;11442711
aerosol container	02685776
aerosol can	02685776
aerosol bomb	02685776;04427596
spray can	02685776
aertex	02686037
afro-wig	02686308
afterburner	02686412
afterdeck	02686551
after-shave	02686650
after-shave lotion	02686650
afterthought	02686795;05798017
agal	02686942
agateware	02687107
agglomerator	02687215
aglet	02687374;02687508
aiglet	02687374;02687508
aiguilette	02687374
agonist	02687648;05300767;09798721;10192465
agora	02687821;08509471;13728520
public square	02687821;08637195
aigrette	02687941
aigret	02687941
aileron	02688112
air bag	02688224
air base	02688444
air station	02688444
airbrake	02688560;02688714
dive brake	02688714
airbrush	02688854
airbus	02688980
air compressor	02689086
air conditioner	02689238;04047719
air conditioning	02689238
aircraft	02689427
aircraft carrier	02690031
flattop	02690031;05268304
attack aircraft carrier	02690031
aircraft engine	02690282
air cushion	02690398;02690541;14866730
inflatable cushion	02690398
air spring	02690541
airdock	02690680
hangar	02690680
repair shed	02690680
airfield	02690851
landing field	02690851
flying field	02690851
air filter	02691132
air cleaner	02691132
airfoil	02691302
aerofoil	02691302
control surface	02691302
surface	02691302;04369112;05620592;05862014;08677970;09474647
air force research laboratory	02691754
afrl	02691754
airframe	02692003
air gun	02692133
airgun	02692133
air rifle	02692133
air hammer	02692293
jackhammer	02692293
pneumatic hammer	02692293
air hole	02692415;11443142
air horn	02692507;02692607
airing cupboard	02692678
air-intake	02692820
airline	02692940;02693129
airline business	02692940
airway	02692940;02693800;05517824;08509556
air hose	02693129
airliner	02693232
airlock	02693442
air lock	02693442
airmailer	02693574
air mattress	02693668
air passage	02693800
air duct	02693800
airplane	02694015
aeroplane	02694015
plane	02694015;03961007;03961572;13883265;13964858
airplane propeller	02694945
airscrew	02694945
prop	02694945;04017618;04018636
airport	02695091
airdrome	02695091
aerodrome	02695091
drome	02695091
air pump	02695372
vacuum pump	02695372
air search radar	02695539
air shaft	02695646
air well	02695646
airship	02695736
dirigible	02695736
airstrip	02695929
flight strip	02695929
landing strip	02695929
air terminal	02696105
airport terminal	02696105
air-to-air missile	02696272
air-to-ground missile	02696399
air-to-surface missile	02696399
air transportation system	02696568
aisle	02696719;02696904;02697041
gangway	02696719;03420396;03420659
aladdin's lamp	02697138
alarm	02697285;02697521;06816015;07535012
warning device	02697285
alarm system	02697285
alarm clock	02697521
alaskan pipeline	02697635
trans-alaska pipeline	02697635
alb	02697825
album	02697938;06604096
albuterol	02698180
ventolin	02698180
proventil	02698180
alcazar	02698486
alcohol thermometer	02698621
alcohol-in-glass thermometer	02698621
alcove	02698907
alehouse	02699024
alembic	02699105
alendronate	02699243
fosamax	02699243
algometer	02699428
alhambra	02699528
alidade	02699702;02699881
alidad	02699702;02699881
a-line	02700080
alkylating agent	02700297
allen screw	02700435
allen wrench	02700534
alley	02700618;02885255
alleyway	02700618
back street	02700618
alligator wrench	02700735
allopurinol	02700895
zyloprim	02700895
alms dish	02701103
alms tray	02701103
aloes	02701225
bitter aloes	02701225
alpenstock	02701493
alpha blocker	02701628
alpha-blocker	02701628
alpha-adrenergic blocker	02701628
alpha-adrenergic blocking agent	02701628
alpha-interferon	02701955
alprazolam	02702202
xanax	02702202
altar	02702353;02702488
communion table	02702488
lord's table	02702488
altarpiece	02702629
reredos	02702629
altazimuth	02702774
alternator	02702923
altimeter	02703117
alto relievo	02703281
alto rilievo	02703281
high relief	02703281
alum	02703481;09805779;14652297;14652485
aluminum foil	02703626
aluminium foil	02703626
tin foil	02703626;04446846
amati	02703754;10835081
ambulance	02703861
ambulatory	02703984
amen corner	02704119
americana	02704252
american flag	02704425
stars and stripes	02704425
star-spangled banner	02704425
old glory	02704425
american organ	02704589
american stock exchange	02704730
amex	02704730
